method,parameter,repetition,mean_error_rad,max_mean_error_rad,l1_error,max_l1_error,min_evaluated_density,max_normalization_error
PWC,15,21,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,22,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,23,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,24,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,25,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,26,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,27,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,28,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,29,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,31,0,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,1,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,2,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,3,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,4,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,5,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,6,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,7,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,8,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,9,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,10,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,11,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,12,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,13,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,14,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,15,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,16,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,17,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,18,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,19,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,20,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,21,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,22,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,23,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,24,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,25,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,26,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,27,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,28,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,31,29,0.0009089807719709538,0.0019831592170493906,0.11531988733527489,0.12281483268223542,4.958006896828279e-06,1.7916779171400776e-12
PWC,63,0,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,1,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,2,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,3,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,4,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,5,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,6,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,7,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,8,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,9,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,10,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,11,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,12,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,13,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,14,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,15,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,16,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,17,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,18,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,19,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,20,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,21,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,22,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,23,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,24,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,25,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,26,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,27,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,28,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,63,29,0.0004517126525672093,0.0010119935502896915,0.05702465038468046,0.06072703335233439,4.496659652123995e-06,8.452127886471317e-13
PWC,127,0,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,1,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,2,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,3,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,4,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,5,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,6,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,7,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,8,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,9,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,10,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,11,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,12,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,13,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,14,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,15,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,16,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,17,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,18,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,19,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,20,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,21,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,22,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,23,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,24,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,25,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,26,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,27,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,28,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,127,29,0.000383295959423386,0.0008760841511881168,0.02832055952102168,0.030112870831021796,4.408245420527608e-06,8.623102232263591e-13
PWC,255,0,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,1,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,2,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,3,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,4,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,5,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,6,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,7,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,8,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,9,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,10,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,11,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,12,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,13,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,14,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,15,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,16,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,17,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,18,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,19,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,20,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,21,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,22,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,23,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,24,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,25,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,26,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,27,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,28,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,255,29,0.000373614977072112,0.0008430067157205734,0.014099975697845999,0.015007129340865653,4.363087045053543e-06,1.5221157667610896e-13
PWC,511,0,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,1,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,2,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,3,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,4,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,5,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,6,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,7,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,8,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,9,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,10,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,11,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,12,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,13,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,14,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,15,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,16,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,17,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,18,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,19,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,20,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,21,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,22,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,23,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,24,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,25,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,26,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,27,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,28,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,511,29,0.0003712208741183017,0.0008348298975233703,0.007036871278955656,0.007490905619575288,4.3509589070435846e-06,3.672617765460018e-13
PWC,1023,0,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,1,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,2,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,3,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,4,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,5,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,6,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,7,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,8,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,9,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,10,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,11,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,12,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,13,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,14,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,15,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,16,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,17,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,18,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,19,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,20,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,21,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,22,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,23,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,24,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,25,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,26,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,27,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,28,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,1023,29,0.0003706253283683027,0.0008327960696483672,0.00351558706513026,0.0037423622154290144,4.349693158526929e-06,1.1834977442504169e-13
PWC,2047,0,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,1,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,2,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,3,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,4,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,5,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,6,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,7,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,8,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,9,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,10,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,11,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
PWC,2047,12,0.00037047679686658737,0.0008322888371603554,0.0017582305785227058,0.0018716624863867666,4.34900075246626e-06,9.392486788328824e-14
